"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"343","5241","18","10th","Female","St. Agnes Academy","3","2","Friend","Memphis","TN",,"38111",,"CHA 1B","Chamonix Alps 1",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes","NLT","Off the Charts (Highest)","Enrolled","KEZ 2C"
"344","5421","18","11th","Female","Myers Park High School","1","0","I'm a sibling of a Moondance Alumni","Charlotte","NC","United States","28203",,"CHA 1B","Chamonix Alps 1",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Not Sure","THA, TEL, KEZ","4","Waitlist Only",
"345","6981","17","10th","Female","Page High School","2","0","Friend","Greensboro","NC",,"27408",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"346","8250","17","10th","Male","Nansemond-Suffolk Academy","2","2","Friend","Washington","NC",,"27889",,"SPM 3A","Spain+Morocco 3",,"Enrolled","08-19-2021","08-20-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes",,"5","Enrolled","KEZ 3A"
"347","6872","18","10th","Female","Greenfield School","2","0","Friend","Wilson","NC",,"27893",,"EGP 1A","Ecuador+Galapagos 1",,"Enrolled","08-12-2021","08-13-2021",,"Yes","3","Met expectations","Just Right","Yes","HWI","5","Alumni",
"348","7712","16","9th","Female","Kentucky Country Day School","2","0","Friend","Louisville","KY",,"40222",,"HWI 2A","Hawaiian Islands 2",,"Enrolled","09-09-2021","02-02-2022",,"No","5","Met expectations","Just Right","Yes","KEZ, FIJ, EGP","Off the Charts (Highest)","Enrolled","SLO 2A"
"349","7655","16","9th","Male","Chapel Hill High School","1","0","Friend","Chapel Hill","NC",,"27516",,"BGW 1B","Big Wild 1",,"Enrolled","09-09-2021","09-09-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","PNW","Off the Charts (Highest)","Alumni",
"350","9518","15","8th","Male","McCallie School","2","0","Friend","Signal Mountain","TN",,"37377",,"PNW 1A","Pacific Northwest 1",,"Enrolled","02-28-2022","02-28-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","FIJ","Off the Charts (Highest)","Enrolled","FIJ 2A"
"351","6721","16","8th","Male","The Westminster Schools","2","1","Family","Atlanta","GA",,"30327",,"MAU 3C","Maui 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"352","6415","16","9th","Male","The Lovett School","3","1","Friend","Atlanta","GA",,"30342",,"MID 2","Midnight Sun 2",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes","FIJ","4","Enrolled","SLO 2B"
"353","8899","17","9th","Male","Summit School","2","0","Advertisement","Winston-Salem","NC",,"27104",,"CRO 2A","Croatia 2",,"Enrolled","09-29-2021","09-29-2021",,"Yes","Off the Charts (Highest)","Met expectations","Too Short","Yes","FIJ","4","Enrolled","SAF 2B"
"354","7112","17","10th","Female","Charlotte Catholic High School","2","0","Friend","Charlotte","NC","United States","28226",,"FIJ 3A","FIJ 3",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","SLO","4","Alumni",
"355","6330","18","11th","Female","Ensworth School","2","0","School Auction","Franklin","TN",,"37069",,"THA 2A","Thailand 2",,"Enrolled","08-15-2021","08-16-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"356","9599","17","10th","Male","Clarke Central High School","1","0","Friend","Athens","GA",,"30601",,"YEL 3","Yellowstone 3",,"Enrolled","03-22-2022","03-23-2022",,"No","5","Exceeded expectations","Too Short","Not Sure","CHA; KIL; YOS; NLT","Off the Charts (Highest)","Alumni",
"357","8753","16","9th","Female","Mountain Brook High School","3","1","Friend","Birmingham","AL",,"35243",,"MID 3","MID3",,"Enrolled","09-14-2021","10-04-2021",,"No","5","Met expectations","Just Right","Yes","EGP","5","Enrolled","EGP 2A"
"358","9323","15","8th","Male","Rippowam Cisqua School","1","1","Family","Bedford","NY",,"10506",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","01-18-2022","01-18-2022",,"Yes","5","Met expectations","Just Right","Not Sure","BGW","Off the Charts (Highest)","Alumni",
"359","8333","15","7th","Female","MICDS","3","0","Friend","St. Louis","MO",,"63124",,"BCO 1A","British Columbia 1",,"Enrolled","09-09-2021","09-13-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"4","Enrolled","BCR 1B"
"360","9586","16","9th","Female","St. Ursula Academy","2","1","Family","Cincinnati","OH",,"45208",,"CAN 1","Canyonlands 1","1","Enrolled","04-04-2022","04-04-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","FIJ, CHA, KIL, THA","5","Enrolled","EGP 3A"
"361","5910","18","11th","Female","St. Ursula Academy","1","1","Family","Cincinnati","OH",,"45208",,"THA 1B","Thailand 1","1","Enrolled","04-04-2022","04-05-2022",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"362","9143","16","8th","Male","The McCallie School","2","0","Friend","Memphis","TN",,"38111",,"PNW 2B","Pacific Northwest 2",,"Enrolled","04-20-2022","04-26-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes",,"5","Enrolled","CRO 3B"
"363","7878","16","9th","Male","Broughton High School","1","1","Friend","Raleigh","NC",,"27607",,"EGP 2B","Ecuador+Galapagos 2","1","Enrolled","09-09-2021","09-09-2021",,"Yes","5","Exceeded expectations","Just Right","Yes",,"5","Alumni",
"364","8500","16","9th","Male","Broughton High School","1","1","Friend","Raleigh","NC",,"27607",,"EGP 2B","Ecuador+Galapagos 2","1","Enrolled","09-09-2021","09-09-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","FIJ","Off the Charts (Highest)","Alumni",
"365","9704","18","11th","Female","Lipscomb Academy","1","0","Friend","Nashville","TN",,"37204",,"MPU 1","Machu Picchu 1",,"Enrolled","04-25-2022","05-03-2022",,"No","5","Met expectations","Just Right","Not Sure","CHA, THA","5","Alumni",
"366","4154","19","12th","Female","Westchester Country Day School","3","0","Friend","High Point","NC",,"27262",,"SLO 2A","SLO 2",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","No",,"5","Alumni",
"367","9096","19","11th","Male","Saipan International School","1","1","Family","Saipan","INTL","Northern Mariana Islands","96950",,"CHA 2B","Chamonix Alps 2",,"Enrolled","11-08-2021","11-09-2021",,"No","4","Met expectations","Just Right","No",,"4","Alumni",
"368","5224","18","11th","Male","Holy Innocents Episcopal School","3","1","Word of Mouth","Atlanta","GA",,"30319",,"THA 2A","Thailand 2","1","Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"5","Enrolled","KEZ 3A"
"369","8181","14","7th","Female","Holy Innocents Episcopal School","3","1","Word of Mouth","Atlanta","GA",,"30319",,"COT 3B","Colorado Trail 3","1","Enrolled","08-19-2021","09-10-2021","09-10-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","BCR","5","Enrolled","BCR 3B"
"370","8518","17","10th","Male","Midtown High School","1","1","Friend","Atlanta","GA",,"30306",,"SPM 1A","Spain + Morocco 1",,"Enrolled","09-09-2021","09-10-2021",,"No","4","Met expectations","Just Right","Not Sure",,"4","Alumni",
"371","7378","14","7th","Male","Grace-St. Luke's Episcopal School","3","0","I'm a Moondance Alumni","Memphis","TN",,"38111",,"BCO 1A","British Columbia 1",,"Enrolled","08-12-2021","08-12-2021",,"No","4","Met expectations","Just Right","Yes",,"5","Enrolled","BCR 2B"
"372","1545","19","12th","Female","Menlo School","4","1","I'm a Moondance Alumni","Charlotte","NC",,"28203",,"MYS 1","Mystery Trip 1","1","Enrolled","08-19-2021","08-31-2021","08-31-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"373","5308","15","8th","Female","Saint Mary's School","3","1","I'm a Moondance Alumni","Charlotte","NC",,"28203",,"MAU 1A","Maui 1","1","Enrolled","08-12-2021","08-12-2021",,"No","4","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"374","5104","17","10th","Male","Holy Innocents Episcopal School","3","0","Friend","Atlanta","GA",,"30327",,"CRO 3A","Croatia 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","KIL; CHA","4","Enrolled","CHA 6A"
"375","8686","15","7th","Male","Greensboro Day School","1","1","Friend","Greensboro","NC",,"27408",,"BCO 1C","British Columbia 1",,"Enrolled","09-09-2021","09-13-2021",,"Yes","5","Met expectations","Too Short","Yes","MAU, SAF, BCR","3","Alumni",
"376","9150","17","9th","Female","Ensworth School","3","0","Word of Mouth","Nashville","TN",,"37221",,"PNW 2B","Pacific Northwest 2",,"Enrolled","11-29-2021","12-01-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO; DOL; MID; NLT","5","Enrolled","SLO 3A"
"377","3622","18","10th","Male","Ensworth School","2","1","Friend","Nashville","TN",,"37215",,"KIL 1","Kilimanjaro 1",,"Enrolled","08-22-2021","08-30-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","CHA; NLT; NOR; YOS","4","Alumni",
"378","5446","18","10th","Female","Harpeth Hall School","3","0","Family","Nashville","TN",,"37205",,"SPM 1A","Spain + Morocco 1",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MYS; THA; CHA","Off the Charts (Highest)","Enrolled","MAD 2"
"379","9525","15","9th","Female","St. George's School","2","0","Family","Newport","RI",,"02840",,"BGW 1B","Big Wild 1",,"Enrolled","02-28-2022","03-02-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","DOL, CHA, THA","Off the Charts (Highest)","Enrolled","DOL 1B"
"380","8122","16","9th","Female","Providence Day School","2","1","Friend","Charlotte","NC",,"28203",,"PNW 2A","Pacific Northwest 2","1","Enrolled","09-09-2021","09-09-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes",,"5","Cancelled",
"381","7822","15","8th","Male","Providence Day School","3","1","Friend","Charlotte","NC",,"28203",,"CAN 3","Canyonlands 3","1","Enrolled","09-09-2021","09-09-2021",,"No","5","Exceeded expectations","Just Right","Yes",,"5","Enrolled","BGW 3B"
"382","9350","15","9th","Male","Hume Fogg","1","0","Friend","Nashville","TN",,"37212",,"BGW 1B","Big Wild 1",,"Enrolled","01-18-2022","01-18-2022",,"No","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"383","8400","15","8th","Female","Marist School","3","0","I'm a sibling of a Moondance Alumni","Atlanta","GA",,"30342",,"BCO 2B","British Columbia 2",,"Enrolled","09-08-2021","09-09-2021",,"Yes","5","Met expectations","Just Right","Yes","SAF, FIJ, BCR","4","Enrolled","ICE 2A"
"384","2716","17","10th","Female","Harpeth Hall School","5","1","Web Search","Nashville","TN",,"37205",,"DOL 1A","Dolomites 1",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","NOR, THA, FIJ","Off the Charts (Highest)","Enrolled","NLT 1A"
"385","3988","18","11th","Male","Charlotte Latin School","2","0","Social Media","Charlotte","NC",,"28210",,"CHA 4B","Chamonix 4",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"386","7484","20","12th","Male","Marin Academy","2","0","Friend","San Francisco","CA",,"94123-3318",,"SLO 2A","SLO 2",,"Enrolled","06-16-2022","06-17-2022",,"No","5","Met expectations","Just Right",,,"5","Alumni",
"387","6789","18","10th","Female","Highland Park High School","3","1","Friend","Dallas","TX",,"75225",,"HWI 3B","Hawaiian Islands 3",,"Enrolled","08-19-2021","08-19-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CHA; KEN; THA","5","Enrolled","CHA 2B"
"388","8529","15","8th","Male","John Burroughs School","1","1","Friend","St. Louis","MO",,"63131",,"MAU 2B","Maui 2",,"Enrolled","09-09-2021","09-13-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"4","Alumni",
"389","9736","17","10th","Female","Sanderson High School","3","1","Word of Mouth","Raleigh","NC",,"27612",,"CRO 3A","Croatia 3",,"Enrolled","05-04-2022","05-05-2022",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","HWI; KEZ","4","Enrolled","KEZ 3A"
"390","9147","16","9th","Male","Lusher Charter School","1","0","Friend","New Orleans","LA",,"70115",,"ICE 3A","Iceland 3",,"Enrolled","11-20-2021","11-29-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CRO; FIJ; MID","Off the Charts (Highest)","Alumni",
"391","9418","18","11th","Male","Seven Hills school","1","1","Friend","Terrace Park","OH",,"45174",,"THA 1A","Thailand 1","1","Enrolled","02-04-2022","02-08-2022",,"No","3","Did not meet expectations","Just Right","No",,"3","Alumni",
"392","7536","14","8th","Male","The Seven Hills School","3","1","Friend","Terrace Park","OH",,"45174",,"ICE 1B","Iceland 1","1","Enrolled","02-04-2022","02-08-2022",,"No","5","Met expectations","Just Right","Yes","BCO","4","Enrolled","FIJ 1B"
"393","8872","17","10th","Male","Lausanne Collegiate School","2","1","I'm a sibling of a Moondance Alumni","Memphis","TN",,"38104",,"FIJ 3A","FIJ 3","1","Enrolled","09-24-2021","09-24-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"4","Alumni",
"394","8898","15","8th","Female","St. Mary's Episcopal School","1","1","I'm a sibling of a Moondance Alumni","Memphis","TN",,"38104",,"BCO 3A","British Columbia 3","1","Enrolled","09-28-2021","11-08-2021",,"Yes","5","Met expectations","Just Right","Yes","SAF, FIJ","5","Alumni",
"395","6480","16","9th","Female","Collegiate School VA","2","1","Word of Mouth","Richmond","VA",,"23229",,"CRO 3B","Croatia 3",,"Enrolled","09-09-2021","10-11-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","FIJ, EGP, SAF, HWI","4","Enrolled","FIJ 3A"
"396","5521","16","9th","Female","MICDS","3","1","Friend","St. Louis","MO",,"63131",,"EGP 2B","Ecuador+Galapagos 2",,"Enrolled","08-16-2021","08-17-2021",,"Yes","5","Met expectations","Just Right","Yes",,"5","Enrolled","FIJ 1B"
"397","4050","18","11th","Male","Rocky Mount High School","1","0","Friend","Nashville","NC","United States","27856",,"THA 1A","Thailand 1",,"Enrolled","08-22-2021","08-30-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","MYS","3","Alumni",
"398","4698","18","11th","Female","Episcopal School of Dallas","3","0","Family","Dallas","TX",,"75209",,"CHA 4A","Chamonix 4",,"Enrolled","08-12-2021","08-16-2021","08-16-2021","Yes","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","KEZ, THA; KIL","Off the Charts (Highest)","Alumni",
"399","7403","18","10th","Male","Charlotte Country Day School","1","0","Friend","Charlotte","NC",,"28211",,"FIJ 1B","Fiji 1",,"Enrolled","09-09-2021","01-11-2022","01-11-2022","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","NLT, MYS","Off the Charts (Highest)","Alumni",
"400","3311","17","10th","Female","Charlotte Country Day School","2","0","Word of Mouth","Charlotte","NC","United States","28211",,"SLO 1B","Slovenia 1",,"Enrolled","08-17-2021","08-31-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"401","5738","17","10th","Female","Harpeth Hall School","3","0","Friend","Nashville","TN",,"37205",,"SPM 1B","Spain + Morocco 1",,"Enrolled","08-24-2021","08-31-2021",,"No",,,,,,"5","Enrolled","KIL 2.5"
"402","5742","16","9th","Female","Charlotte Latin School","2","1","Friend","Charlotte","NC",,"28210",,"EGP 3B","Ecuador+Galapagos 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"5","Alumni",
"403","3690","18","11th","Female","Providence Day School","2","1","Friend","Charlotte","NC","United States","28211",,"HWI 1A","Hawaiian Islands 1",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MYS","Off the Charts (Highest)","Alumni",
"404","8433","16","9th","Male","Seven hills school","1","1","Friend","Cincinnati","OH",,"45226",,"FIJ 3B","FIJ 3",,"Enrolled","05-09-2022","05-13-2022",,"No","5","Met expectations","Just Right","No",,"4","Alumni",
"405","7249","18","10th","Male","Stratford Academy","2","1","Word of Mouth","Macon","GA",,"31210",,"KIL 3","Kilimanjaro 3","1","Enrolled","08-12-2021","08-16-2021","08-16-2021","No","5","Exceeded expectations","Just Right","Yes","THA","4","Dismissed",
"406","8213","13","6th","Female","Haut-Lac International School","3","1","Word of Mouth","Macon","GA",,"31210",,"CAL 3B","California 3","1","Enrolled","08-19-2021","08-19-2021",,"No","5","Met expectations","Just Right","Yes","BCO","3","Enrolled","BCO 1C"
"407","8665","15","8th","Female","Suffield Academy","3","1","Family","Bryn Mawr","PA",,"19010",,"MAU 2C","Maui 2","1","Enrolled","09-09-2021","02-04-2022","02-04-2022","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"4","Enrolled","ICE 2A"
"408","9503","13","6th","Female","The Agnes Irwin School","2","1","Family","Bryn Mawr","PA",,"19010",,"CAL 3C","California 3","1","Enrolled","02-21-2022","02-21-2022",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MAU","5","Enrolled","BCO 3C"
"409","6833","17","10th","Female","Winter Park High School","2","0","Friend","Winter Park","FL",,"32789",,"KEZ 2B","Kenya + Zanzibar 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"410","3843","18","11th","Male","Colorado Rocky Mountain School","3","1","Friend","Hendersonville","NC",,"28739",,"SLO 1A","Slovenia 1",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","KIL, MYS","Off the Charts (Highest)","Alumni",
"411","6132","18","10th","Male","Berkshire School","4","2","Friend","Louisville","KY",,"40223",,"MPU 1","Machu Picchu 1",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","SLO 1A"
"412","5053","15","8th","Male","West School","1","1","Friend","New Canaan","CT",,"06840",,"ICE 2A","Iceland 2",,"Enrolled","01-10-2022","01-10-2022",,"No","5","Met expectations","Just Right","Yes","HWI","3","Alumni",
"413","9516","17","10th","Male","Choate Rosemary Hall","1","0","Friend","Austin","TX",,"78703",,"CRO 1B","Croatia 1",,"Enrolled","02-24-2022","03-03-2022",,"No","4","Met expectations","Just Right","Not Sure",,"4","Alumni",
"414","9815","13","6th","Female","Mountain Brook Junior High School","3","0","I'm a sibling of a Moondance Alumni","Mountain Brook","AL",,"35213",,"CAL 2A","California 2",,"Enrolled","06-08-2022","06-08-2022",,"No","Off the Charts (Highest)","Met expectations","Too Short","Yes","MAU, CAN","4","Enrolled","BCO 1B"
"415","5694","17","9th","Female","Harpeth Hall School","2","1","Friend","Nashville","TN",,"37205",,"MAU 3A","Maui 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ, BCR, SAF, MYS","4","Cancelled",
"416","8977","17","10th","Male","Briarcliff Manor High School","1","1","Family","Briarcliff Manor","NY",,"10510",,"SAF 2A","South Africa 2","1","Enrolled","10-14-2021","10-15-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CHA","Off the Charts (Highest)","Alumni",
"417","8976","17","10th","Male","Briarcliff Manor High School","1","1","Family","Briarcliff Manor","NY",,"10510",,"EGP 2A","Ecuador+Galapagos 2","1","Enrolled","10-14-2021","10-15-2021","10-15-2021","No","5","Met expectations","Just Right","Yes","THA","4","Alumni",
"418","8373","16","9th","Male","Charlotte Latin School","2","0","Friend","Charlotte","NC",,"28211",,"FIJ 2A","Fiji 2",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Met expectations","Just Right","Not Sure",,"4","Enrolled","HWI 2B"
"419","9651","18","11th","Male","Norfolk Academy","1","0","Word of Mouth","Virginia Beach","VA",,"23454",,"SLO 2A","SLO 2",,"Enrolled","04-13-2022","04-22-2022",,"No","4","Met expectations","Just Right","No",,"5","Alumni",
"420","8677","16","8th","Female","Episcopal High School (Virginia)","1","0","I'm a Moondance Alumni","Richmond","VA",,"23238",,"BCO 2A","British Columbia 2",,"Enrolled","09-09-2021","09-13-2021",,"Yes","4","Met expectations","Just Right","Not Sure","FIJ, EGP","3","Cancelled",
"421","9066","18","11th","Female","Lincoln High School","1","0","Friend","Sioux Falls","SD",,"57103",,"OLY 3","The Olympics 3",,"Enrolled","11-03-2021","11-08-2021",,"Yes",,,,,,"Off the Charts (Highest)","Dismissed",
"422","8263","17","10th","Female","The Lovett School","2","1","Advertisement","Mableton","GA",,"30126",,"YOS 1","Yosemite 1",,"Enrolled","09-09-2021","09-09-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CHA","5","Alumni",
"423","8616","17","9th","Female","John Burroughs School","2","1","Friend","St. Louis","MO",,"63124",,"EGP 1B","Ecuador+Galapagos 1",,"Enrolled","09-09-2021","02-08-2022","02-08-2022","Yes","5","Met expectations","Just Right","Yes","BCR","5","Enrolled","FIJ 1A"
"424","7046","18","11th","Female","The Montgomery Academy","1","0","Friend","Pike Road","AL","United States","36064",,"SLO 1A","Slovenia 1",,"Enrolled","09-09-2021","11-11-2021",,"No","4","Met expectations","Too Long","No",,"4","Alumni",
"425","8846","16","8th","Female","Providence Day School","3","0","Family","Charlotte","NC",,"28211",,"BGW 2C","Big Wild 2",,"Enrolled","09-23-2021","02-03-2022",,"Yes","5","Met expectations","Just Right","Yes","CHA, FIJ, DOL","5","Enrolled","FIJ 2B"
"426","9703","13","6th","Female","John Burroughs School","2","0","Friend","St. Louis","MO",,"63124",,"CAL 3A","California 3",,"Enrolled","04-27-2022","05-05-2022",,"No","4","Met expectations","Just Right","Yes","BCO","4","Enrolled","BCO 2B"
"427","9349","17","10th","Male","St. Augustine","1","0","I'm a sibling of a Moondance Alumni","Laredo","TX",,"78041",,"SPM 1B","Spain + Morocco 1",,"Enrolled","01-24-2022","01-24-2022",,"Yes","5","Met expectations","Just Right","Not Sure",,"4","Alumni",
"428","6211","18","11th","Male","Webb School of Knoxville","2","0","Friend","Knoxville","TN",,"37920",,"KEZ 3A","Kenya + Zanzibar 3",,"Enrolled","08-13-2021","04-01-2022","04-01-2022","Yes","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","THA","5","Alumni",
"429","3632","18","11th","Male","The Seven Hills School","4","2","Family","Cincinnati","OH",,"45208",,"CHA 3A","Chamonix Alps 3","1","Enrolled","08-12-2021","08-12-2021",,"No",,,,,"MYS; YOS","Off the Charts (Highest)","Enrolled","KIL 4"
"430","7009","16","9th","Male","The Seven Hills School","3","2","Family","Cincinnati","OH",,"45208",,"SPM 3B","Spain+Morocco 3","1","Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","SLO","Off the Charts (Highest)","Enrolled","SAF 3A"
"431","5659","15","8th","Male","Pyle Middle School","3","1","Friend","Potomac","MD","United States","20854",,"BCR 2C","Belize+Costa Rica 2","1","Enrolled","08-12-2021","08-13-2021",,"Yes","5","Met expectations","Just Right","Yes",,"4","Enrolled","SAF 3A"
"432","5728","16","9th","Female","Pyle Middle School","2","1","Friend","Potomac","MD","United States","20854",,"BCR 2A","Belize+Costa Rica 2","1","Enrolled","08-12-2021","08-13-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","HWI, MAU","Off the Charts (Highest)","Alumni",
"433","8140","17","10th","Female","Parish Episcopal School","2","2","Social Media","Dallas","TX",,"75230",,"YOS 1","Yosemite 1",,"Enrolled","09-17-2021","09-17-2021",,"Yes","4","Met expectations","Just Right","Yes","THA, HWI, CHA","4","Enrolled","CHA 1A, NLT 2B"
"434","9021","17","10th","Female","Broomfield High School","1","1","Friend","Westminster","CO",,"80031",,"OLY 1","The Olympics 1",,"Enrolled","10-21-2021","10-21-2021","10-21-2021","No","5","Met expectations","Just Right","Yes","THA, SLO, NLT","4","Cancelled",
"435","7234","16","9th","Female","Charlotte Country Day School","2","0","Friend","Charlotte","NC",,"28207",,"ICE 2A","Iceland 2",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Not Sure","BCR","Off the Charts (Highest)","Alumni",
"436","7960","15","8th","Male","The Lovett School","2","1","Friend","Atlanta","GA",,"30305",,"BGW 3B","Big Wild 3","1","Enrolled","09-09-2021","09-09-2021",,"Yes","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","CRO 2B"
"437","7961","15","8th","Male","The Lovett School","2","1","Friend","Atlanta","GA",,"30305",,"BCO 3A","British Columbia 3","1","Enrolled","09-09-2021","09-09-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","MAU, CHA","Off the Charts (Highest)","Enrolled","SAF 2A"
"438","3516","18","10th","Female","Battle Ground Academy","3","1","Friend","Franklin","TN",,"37069",,"CHA 1B","Chamonix Alps 1",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","NLT, KIL","4","Alumni",
"439","4487","19","11th","Male","Franklin Road Academy","3","2","Family","Nashville","TN","United States","37205",,"CHA 1A","Chamonix Alps 1",,"Enrolled","03-03-2022","03-04-2022",,"No","5","Met expectations","Just Right","Not Sure","KIL","Off the Charts (Highest)","Alumni",
"440","5337","16","9th","Female","John Burroughs School","2","1","Friend","Clayton","MO",,"63105",,"CRO 2A","Croatia 2",,"Enrolled","08-14-2021","08-16-2021",,"Yes","4","Met expectations","Just Right","Yes","HWI","4","Alumni",
"441","5645","17","10th","Female","New Hanover High School","3","1","Friend","Wilmington","NC",,"28403",,"DOL 2A","Dolomites 2",,"Enrolled","08-19-2021","08-19-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CHA, THA, MYS","Off the Charts (Highest)","Enrolled","NOR 1"
"442","5579","17","10th","Male","Lee Scott Academy","2","0","Friend","Alexander City","AL",,"35010",,"DOL 1A","Dolomites 1",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure",,"5","Alumni",
